Model,Engine Size (cm3),Horse Power (HP),Year,Location,Kilometers,Fuel Type,Price (EUR),URL
BMW Seria 3 320d DPF Cabrio Aut.,1995,183,2013,Braila,245000,Diesel,9600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-dpf-cabrio-aut-ID7HBLN6.html
BMW Seria 3 335i Cabrio Aut. Edition Exclusive,2979,306,2012,Hunedoara,175000,Benzina,9650,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-335i-cabrio-aut-edition-exclusive-ID7HB9yI.html
BMW Seria 3,1995,163,2012,Bucuresti,296000,Diesel,9700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBICX.html
BMW Seria 3 320d Aut. Blue Performance,1995,184,2012,Arges,301000,Diesel,9700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-blue-performance-ID7HxpUE.html
BMW Seria 3,1995,184,2014,Timis,248000,Diesel,9790,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBmJO.html
BMW Seria 3 320d EfficientDynamics Edition,1995,163,2012,Dambovita,263000,Diesel,9800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-efficientdynamics-edition-ID7HBLcB.html
BMW Seria 3 320d Touring xDrive Aut.,1995,184,2013,Mures,235742,Diesel,9800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-ID7HB7mt.html
BMW Seria 3,1995,183,2012,Bucuresti,325000,Diesel,9800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBFUQ.html
BMW Seria 3,1995,184,2014,Timis,219000,Diesel,9800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBMlF.html
BMW Seria 3 318d Touring Aut.,1995,150,2017,Bucuresti,320000,Diesel,9800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HwYxX.html
BMW Seria 3,1995,190,2016,Cluj,190000,Diesel,9800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HA877.html
BMW Seria 3 316i,1598,136,2014,Ilfov,102345,Benzina,9850,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316i-ID7HuN5P.html
BMW Seria 3 316i,1598,136,2013,Bucuresti,87033,Benzina,9850,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316i-ID7Hvt0x.html
BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition Blue Perf. Sport Line,1995,163,2015,Prahova,315000,Diesel,9895,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-efficient-dynamics-edition-blue-perf-sport-line-ID7HAxok.html
BMW Seria 3 320d xDrive GT Aut.,1995,184,2015,Constanta,292200,Diesel,9900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-gt-aut-ID7HzKKl.html
BMW Seria 3,1995,143,2013,Bucuresti,217091,Diesel,9900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAlL5.html
BMW Seria 3 325i Coupe Aut.,2497,218,2006,Bihor,275000,Benzina,9900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-325i-coupe-aut-ID7HAxJ1.html
BMW Seria 3,2993,258,2013,Cluj,294000,Diesel,9900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HoCWV.html
BMW Seria 3 318d Blue Performance Sport Line,1995,143,2012,Cluj,185000,Diesel,9900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-blue-performance-sport-line-ID7HB7Ct.html
BMW Seria 3,1997,184,2013,Ilfov,264903,Benzina,9900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HyDPw.html
BMW Seria 3 328i Luxury Line,1997,245,2012,Bucuresti,208000,Benzina,9950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-328i-luxury-line-ID7HBMJv.html
BMW Seria 3 318d,1995,143,2012,Salaj,272000,Diesel,9950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-ID7HBlqt.html
BMW Seria 3 320i Aut. Luxury Line,1997,184,2013,Constanta,192200,Benzina,9950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-aut-luxury-line-ID7HBCuN.html
BMW Seria 3,1995,136,2013,Bucuresti,323387,Diesel,9990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAvua.html
BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,1995,163,2017,Timis,280000,Diesel,9990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-efficient-dynamics-edition-ID7HB4jP.html
BMW Seria 3,1995,184,2013,Bucuresti,245242,Diesel,9990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HxhAa.html
BMW Seria 3 318d,1995,143,2014,Mures,239501,Diesel,9990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-ID7Hyu1d.html
BMW Seria 3,1995,150,2016,Bacau,179390,Diesel,9990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBDH9.html
BMW Seria 3,2443,86,1988,Ilfov,111000,Diesel,9990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hkxr6.html
BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,1995,163,2016,Mehedinti,200,Diesel,9990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-efficient-dynamics-edition-ID7HBlVX.html
BMW Seria 3 318d Touring Aut.,1995,143,2012,Bacau,256115,Diesel,9990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HBMXN.html
BMW Seria 3 320d Touring Aut. Sport Line,1995,184,2013,Timis,268000,Diesel,9999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-sport-line-ID7HBesq.html
BMW Seria 3,1995,143,2013,Ilfov,211877,Diesel,9999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HrAJj.html
BMW Seria 3 316d,1995,116,2012,Timis,247000,Diesel,9999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316d-ID7HAw1K.html
BMW Seria 3,1995,163,2014,Cluj,196000,Diesel,9999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBlgT.html
BMW Seria 3 320d DPF Touring Aut. Edition Sport,1995,184,2013,Caras-Severin,218000,Diesel,9999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-dpf-touring-aut-edition-sport-ID7HBlmq.html
BMW Seria 3 318d,1995,143,2013,Arad,259000,Diesel,9999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-ID7HupcU.html
BMW Seria 3 320d Efficient Dynamic Edition Aut. Blue Performan Luxury Line,1995,163,2014,Arges,245000,Diesel,9999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-efficient-dynamic-edition-aut-blue-performan-luxury-line-ID7HuTNA.html
BMW Seria 3,1995,184,2014,Timis,174000,Diesel,10100,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HvDxX.html
BMW Seria 3 316d Touring Aut. Luxury Line,1995,116,2013,Bucuresti,187000,Diesel,10190,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316d-touring-aut-luxury-line-ID7HB4kF.html
BMW Seria 3,1995,143,2013,Bacau,265000,Diesel,10190,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBB7T.html
BMW Seria 3,1995,184,2014,Arges,248300,Diesel,10200,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HjYQi.html
BMW Seria 3,1995,183,2010,Sibiu,261427,Diesel,10250,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HwWWt.html
BMW Seria 3,1995,190,2015,Braila,244940,Diesel,10250,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HxmAS.html
BMW Seria 3,1995,184,2013,Timis,243277,Diesel,10300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBmj8.html
BMW Seria 3 318d Standard,1995,150,2017,Dambovita,268000,Diesel,10300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-standard-ID7Hv8bQ.html
BMW Seria 3,1995,149,2017,Bihor,195979,Diesel,10350,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBz0t.html
BMW Seria 3 320d EfficientDynamics Edition,1995,163,2014,Harghita,260000,Diesel,10350,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-efficientdynamics-edition-ID7HAvHB.html
BMW Seria 3,1995,143,2013,Prahova,220000,Diesel,10350,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HABlf.html
BMW Seria 3 318d Aut.,1995,150,2017,Bacau,201300,Diesel,10390,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-ID7HBKVE.html
BMW Seria 3 320d,1995,184,2012,Brasov,202000,Diesel,10400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-ID7HB9VD.html
BMW Seria 3,1995,143,2013,Bucuresti,278000,Diesel,10400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBnPI.html
BMW Seria 3 318d,1995,143,2016,Arges,251200,Diesel,10490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-ID7Hy5FI.html
BMW Seria 3 330i Cabriolet,2996,272,2009,Harghita,240000,Benzina,10490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-cabriolet-ID7HydOa.html
BMW Seria 3 320d Efficient Dynamic Edition Aut. Luxury Line,1995,163,2013,Bucuresti,270000,Diesel,10490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-efficient-dynamic-edition-aut-luxury-line-ID7HzG7U.html
BMW Seria 3,1995,143,2012,Bucuresti,235950,Diesel,10490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HyOGa.html
BMW Seria 3 318d Touring xDrive Advantage,1995,150,2016,Bacau,283801,Diesel,10490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-xdrive-advantage-ID7Hy6t4.html
BMW Seria 3,1995,184,2012,Bucuresti,294000,Diesel,10499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBtpd.html
BMW Seria 3,1995,163,2014,Bacau,155000,Diesel,10499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HxVUQ.html
BMW Seria 3 320i Aut.,1997,184,2012,Bucuresti,224000,Benzina,10500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-aut-ID7HxBgo.html
BMW Seria 3 328i Touring xDrive Modern Line,1997,245,2013,Hunedoara,235700,Benzina,10500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-328i-touring-xdrive-modern-line-ID7HBM9m.html
BMW Seria 3 318d Aut. Blue Performance Luxury Line,1995,143,2014,Bistrita-Nasaud,271631,Diesel,10500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-blue-performance-luxury-line-ID7HAx8G.html
BMW Seria 3 318d,1995,143,2014,Caras-Severin,183964,Diesel,10500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-ID7HxdmV.html
BMW Seria 3,1995,184,2012,Iasi,270000,Diesel,10500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBDWD.html
BMW Seria 3,2497,218,2007,Bucuresti,178329,Benzina,10500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBleL.html
BMW Seria 3,1995,150,2014,Bucuresti,168000,Diesel,10500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hx55k.html
BMW Seria 3 320d,1995,184,2015,Dolj,185000,Diesel,10500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-ID7HBCOR.html
BMW Seria 3,1997,183,2012,Bucuresti,295000,Benzina,10550,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hy07r.html
BMW Seria 3,1995,184,2015,Bucuresti,183000,Diesel,10650,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HxXSH.html
BMW Seria 3 318d Touring Aut. Advantage,1995,150,2016,Cluj,243000,Diesel,10690,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-advantage-ID7HvClq.html
BMW Seria 3 320d Touring Aut. Modern Line,1995,184,2013,Bacau,232000,Diesel,10690,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-modern-line-ID7HAvwG.html
BMW Seria 3,1995,163,2012,Timis,276364,Diesel,10699,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HpkhT.html
BMW Seria 3,1995,143,2012,Bucuresti,305000,Diesel,10700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBKXU.html
BMW Seria 3 318d,1995,143,2015,Timis,187000,Diesel,10700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-ID7HBdCa.html
BMW Seria 3,1995,143,2013,Bacau,192000,Diesel,10790,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hzrlm.html
BMW Seria 3 318d Edition M Sport Shadow,1995,150,2013,Dambovita,228177,Diesel,10799,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-edition-m-sport-shadow-ID7Hy5P7.html
BMW Seria 3 318d Aut. Blue Performance,1995,143,2012,Bucuresti,145000,Diesel,10800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-blue-performance-ID7HBBlK.html
BMW Seria 3,1995,184,2012,Bacau,255000,Diesel,10800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBcTG.html
BMW Seria 3,1598,136,2014,Bihor,129774,Benzina,10850,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBLfy.html
BMW Seria 3 320d Efficient Dynamic Edition Aut.,1995,163,2014,Bucuresti,251380,Diesel,10900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-efficient-dynamic-edition-aut-ID7HB4gH.html
BMW Seria 3,1995,184,2012,Constanta,298000,Diesel,10900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBFgI.html
BMW Seria 3 320d GT xDrive AT,1995,190,2016,Dolj,238000,Diesel,10900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-xdrive-at-ID7Hs2hw.html
BMW Seria 3 320d Sport Line,1995,190,2016,Brasov,335000,Diesel,10900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-sport-line-ID7HBMa1.html
BMW Seria 3 320d Touring Sport-Aut.,1995,184,2014,Cluj,180000,Diesel,10990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-sport-aut-ID7HBDM5.html
BMW Seria 3 320d xDrive DPF Touring Aut. Edition Sport,1995,184,2013,Arges,249000,Diesel,10990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-dpf-touring-aut-edition-sport-ID7HBLFM.html
BMW Seria 3,1995,150,2016,Bucuresti,306015,Diesel,10990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HveQL.html
BMW Seria 3 320i GT Aut. Luxury Line,1997,184,2013,Bucuresti,267090,Benzina,10990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-gt-aut-luxury-line-ID7HBL7L.html
BMW Seria 3 320i Efficient Dynamics Edition Sport Line,1598,170,2014,Arges,189000,Benzina,10990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-efficient-dynamics-edition-sport-line-ID7HwJuY.html
BMW Seria 3 328i xDrive Modern Line,1997,245,2013,Prahova,250000,Benzina,10999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-328i-xdrive-modern-line-ID7HB4cW.html
BMW Seria 3,1995,184,2014,Hunedoara,303256,Diesel,10999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBwO6.html
BMW Seria 3 318d GT,1995,143,2014,Neamt,254000,Diesel,10999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-ID7HBtI3.html
BMW Seria 3 320d xDrive Aut. Sport Line,1995,184,2013,Bacau,321000,Diesel,10999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-sport-line-ID7HB2c3.html
BMW Seria 3 320d Efficient Dynamic Edition Aut.,1995,163,2013,Bucuresti,214100,Diesel,10999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-efficient-dynamic-edition-aut-ID7HAz5q.html
BMW Seria 3 320d Touring xDrive Aut.,1995,184,2014,Vaslui,254000,Diesel,11000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-ID7Hv9mY.html
BMW Seria 3 316d Aut.,1995,116,2014,Cluj,186000,Diesel,11100,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316d-aut-ID7Hv3Ke.html
BMW Seria 3 328i Aut.,1997,245,2013,Bucuresti,248000,Benzina,11200,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-328i-aut-ID7HyLHJ.html
BMW Seria 3 320d xDrive,1995,184,2013,Hunedoara,315000,Diesel,11200,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-ID7HB3yC.html
BMW Seria 3,1995,163,2014,Bucuresti,229900,Diesel,11300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HtsJH.html
BMW Seria 3 320d GT Sport-Aut.,1995,184,2015,Arges,256000,Diesel,11400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-sport-aut-ID7HBzew.html
BMW Seria 3 320d Sport-Aut. Modern Line,1995,184,2015,Ilfov,207000,Diesel,11450,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-sport-aut-modern-line-ID7Ht3zh.html
BMW Seria 3 318d Sport Line,1995,150,2016,Bucuresti,266000,Diesel,11450,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-sport-line-ID7HrUHN.html
BMW Seria 3 320d Touring Aut. Sport Line,1995,190,2015,Bacau,280513,Diesel,11490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-sport-line-ID7HxZNP.html
BMW Seria 3 318d,1995,143,2013,Brasov,217600,Diesel,11490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-ID7HABbh.html
BMW Seria 3 316d Advantage,1995,116,2015,Bacau,161065,Diesel,11490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316d-advantage-ID7HBDmE.html
BMW Seria 3,1995,184,2012,Arges,259000,Diesel,11499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hz5lQ.html
BMW Seria 3,1995,184,2017,Arges,250000,Diesel,11499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HzDTL.html
BMW Seria 3 318d Aut. Modern Line,1995,143,2014,Timis,190000,Diesel,11499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-modern-line-ID7HBAXl.html
BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,1995,163,2017,Cluj,251000,Diesel,11499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-efficient-dynamics-edition-ID7HAZsz.html
BMW Seria 3,1995,184,2012,Arges,250000,Diesel,11499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HzDQu.html
BMW Seria 3,1995,190,2016,Timis,194000,Diesel,11499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HxpSw.html
BMW Seria 3,1995,190,2016,Cluj,245000,Diesel,11500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HzVM5.html
BMW Seria 3 320d Touring Aut. M Sport,1995,190,2016,Bucuresti,406000,Diesel,11500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-m-sport-ID7HBfOi.html
BMW Seria 3 318d Advantage,1995,150,2018,Brasov,209000,Diesel,11500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-advantage-ID7HxZ0a.html
BMW Seria 3,1995,184,2013,Arges,203000,Diesel,11500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBMS4.html
BMW Seria 3 330d Aut. Coupe,2993,245,2011,Cluj,239000,Diesel,11500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330d-aut-coupe-ID7Hy31K.html
BMW Seria 3 320d xDrive Sport-Aut. Sport Line,1995,184,2013,Buzau,338434,Diesel,11500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-sport-aut-sport-line-ID7HvbB8.html
BMW Seria 3,1995,183,2014,Bucuresti,219000,Diesel,11600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HvQgT.html
BMW Seria 3 320d Aut. Blue Performance,1995,184,2014,Ilfov,256000,Diesel,11690,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-blue-performance-ID7HAxNK.html
BMW Seria 3 320d GT Aut.,1995,190,2017,Arges,287400,Diesel,11700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-aut-ID7HzOpa.html
BMW Seria 3 318d GT Aut. Luxury Line,1995,143,2015,Bucuresti,249000,Diesel,11700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-luxury-line-ID7HAAQ3.html
BMW Seria 3 320d Aut. Luxury Line,1995,184,2012,Valcea,253000,Diesel,11750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-luxury-line-ID7Hxwyx.html
BMW Seria 3,1995,184,2012,Arges,209000,Diesel,11799,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hvnoq.html
BMW Seria 3,1995,190,2015,Iasi,230000,Diesel,11800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAXRP.html
BMW Seria 3 318d Aut.,1995,150,2016,Sibiu,189000,Diesel,11800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-ID7HAvED.html
BMW Seria 3,1995,143,2016,Bucuresti,195000,Diesel,11900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HB0nR.html
BMW Seria 3 318d GT Aut. Modern Line,1995,143,2015,Constanta,260000,Diesel,11950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-modern-line-ID7HwM4l.html
BMW Seria 3 318d GT Aut. Luxury Line,1995,150,2014,Valcea,206000,Diesel,11950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-luxury-line-ID7Hxt5B.html
BMW Seria 3 320d Aut. Luxury Line,1995,184,2012,Braila,188000,Diesel,11980,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-luxury-line-ID7HwBqK.html
BMW Seria 3,1995,190,2016,Brasov,278000,Diesel,11990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAASe.html
BMW Seria 3 320d xDrive Sport-Aut. Modern Line,1995,184,2014,Arges,255000,Diesel,11990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-sport-aut-modern-line-ID7HzDPz.html
BMW Seria 3 320d GT,1995,190,2016,Arges,169500,Diesel,11990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-ID7Hy28h.html
BMW Seria 3 318d Aut.,1995,143,2013,Arges,224608,Diesel,11990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-ID7Hvh9R.html
BMW Seria 3 318d GT,1995,143,2014,Bacau,200000,Diesel,11990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-ID7Htg9t.html
BMW Seria 3,1995,184,2013,Bacau,281438,Diesel,11990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HkdLi.html
BMW Seria 3,1995,163,2013,Bacau,224000,Diesel,11990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hx5vd.html
BMW Seria 3,1499,136,2016,Bucuresti,139036,Benzina,11990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HzDvY.html
BMW Seria 3 320d GT Sport-Aut. Sport Line,1995,184,2015,Ilfov,246000,Diesel,11999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-sport-aut-sport-line-ID7HBKx5.html
BMW Seria 3 318d DPF Touring Aut. Edition Sport,1995,143,2013,Timis,203500,Diesel,11999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-dpf-touring-aut-edition-sport-ID7HyLYk.html
BMW Seria 3 320d Touring Aut.,1995,184,2015,Braila,194398,Diesel,11999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-ID7Hxmlg.html
BMW Seria 3,1995,218,2013,Bacau,228000,Diesel,11999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAAXl.html
BMW Seria 3 320d xDrive Aut. Sport Line,1995,184,2014,Galati,303734,Diesel,12000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-sport-line-ID7HAC6o.html
BMW Seria 3,1995,184,2014,Bucuresti,203000,Diesel,12000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HzEzq.html
BMW Seria 3,1995,190,2015,Ilfov,245000,Diesel,12000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAb1g.html
BMW Seria 3 318d GT Advantage,1995,150,2017,Prahova,315000,Diesel,12000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-advantage-ID7HBBmg.html
BMW Seria 3 325d GT,1995,218,2013,Mures,198000,Diesel,12250,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-325d-gt-ID7HBE39.html
BMW Seria 3 320d Touring xDrive Aut. Luxury Line,1995,184,2014,Arges,283000,Diesel,12250,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-luxury-line-ID7HADYJ.html
BMW Seria 3 320i Aut.,1997,184,2012,Suceava,135000,Benzina,12250,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-aut-ID7HBEN9.html
BMW Seria 3 318d,1995,143,2013,Bacau,310000,Diesel,12300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-ID7HBEd5.html
BMW Seria 3 318d Touring Aut. Sport Line,1995,150,2016,Ilfov,218338,Diesel,12490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-sport-line-ID7HBj8t.html
BMW Seria 3,1997,184,2013,Bucuresti,210000,Benzina,12490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBEPh.html
BMW Seria 3 318d GT Aut.,1995,143,2015,Braila,140000,Diesel,12490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-ID7HBLCL.html
BMW Seria 3 320d Sport-Aut. Sport Line,1995,184,2014,Mures,246000,Diesel,12499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-sport-aut-sport-line-ID7HzUpc.html
BMW Seria 3,1995,143,2015,Ilfov,221900,Diesel,12499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBLLD.html
